"","fish","agei","lencap","agecap","A1","A2","A3","A4","A6"
"903",217,1,189,3,2.21,2.33,2.53,1.85,1.79
"904",217,2,189,3,3.42,3.75,3.81,2.84,2.67
"905",217,3,189,3,4.19,4.51,4.72,3.53,3.2
"906",218,1,196,5,1.677,1.871,2.15,1.244,1.653
"907",218,2,196,5,3.014,3.729,3.38,2.478,2.926
"908",218,3,196,5,3.764,4.522,4.11,3.011,3.525
"909",218,4,196,5,4.446,5.177,4.81,3.443,4.113
"910",218,5,196,5,4.879,5.58,5.16,3.764,4.344
"911",219,1,181,4,2.34,2.39,2.52,1.88,2.46
"912",219,2,181,4,3.4,3.5,3.6,2.78,3.57
"913",219,3,181,4,4,4.08,4.23,3.32,4.17
"914",219,4,181,4,4.32,4.52,4.57,3.6,4.49
"915",220,1,189,4,2.04,2.08,2.1,1.59,2.19
"916",220,2,189,4,3.4,3.54,3.59,2.79,3.53
"917",220,3,189,4,4.21,4.36,4.38,3.37,4.28
"918",220,4,189,4,4.48,4.7,4.71,3.66,4.5
"919",221,1,178,3,2.23,2.38,2.52,1.75,1.44
"920",221,2,178,3,4.04,4.1,4.27,3.13,2.45
"921",221,3,178,3,4.68,4.93,5.14,3.7,2.97
"922",222,1,189,3,2.24,2.38,2.7,2.3,2.69
"923",222,2,189,3,3.51,3.63,4.17,3.53,4.11
"924",222,3,189,3,4.2,4.36,4.91,4.15,4.82
"925",223,1,197,6,1.7,1.9,1.45,1.21,NA
"926",223,2,197,6,3.12,3.18,2.85,2.1,NA
"927",223,3,197,6,3.9,4.05,3.49,2.55,NA
"928",223,4,197,6,4.44,4.54,3.83,2.85,NA
"929",223,5,197,6,4.71,4.8,4.04,3.06,NA
"930",223,6,197,6,4.9,5,4.22,3.24,NA
"931",224,1,191,4,2.54,2.13,2.81,1.98,2.46
"932",224,2,191,4,3.95,3.32,4.41,3.17,3.91
"933",224,3,191,4,4.69,4.01,5.06,3.82,4.52
"934",224,4,191,4,5.04,4.38,5.47,4.14,4.88
"935",225,1,186,3,2.37,2.19,2.33,1.72,2.49
"936",225,2,186,3,4.14,3.8,4.14,3.08,4.11
"937",225,3,186,3,4.91,4.45,4.91,3.68,4.82
"938",226,1,207,6,1.95,1.87,2,1.35,1.75
"939",226,2,207,6,3.54,3.34,3.29,2.53,3.08
"940",226,3,207,6,4.5,4.04,4.27,3.19,3.77
"941",226,4,207,6,4.94,4.41,4.68,3.53,4.15
"942",226,5,207,6,5.22,4.72,5,3.87,4.38
"943",226,6,207,6,5.58,5.02,5.36,4.14,4.64
"944",227,1,194,4,2.02,2.19,2.2,1.43,1.66
"945",227,2,194,4,3.49,3.67,3.82,2.39,2.68
"946",227,3,194,4,4.28,4.66,4.81,3.02,3.28
"947",227,4,194,4,4.62,5.11,5.23,3.28,3.53
"948",228,1,216,6,1.91,1.79,1.85,1.25,1.23
"949",228,2,216,6,3.44,3.22,3.04,2.59,2.19
"950",228,3,216,6,4.26,4.01,4.07,3.19,2.64
"951",228,4,216,6,4.71,4.42,4.38,3.4,2.85
"952",228,5,216,6,5.19,4.86,4.93,3.76,3.03
"953",228,6,216,6,5.38,5.09,5.22,3.98,3.13
"954",229,1,180,3,2.43,2.47,2.51,1.85,1.62
"955",229,2,180,3,3.91,3.74,3.83,2.8,2.41
"956",229,3,180,3,4.61,4.65,4.72,3.49,2.78
"957",230,1,193,4,2.41,2.06,2.27,1.62,2.33
"958",230,2,193,4,3.65,3.21,3.44,2.52,3.73
"959",230,3,193,4,4.43,3.75,4.16,3.25,4.36
"960",230,4,193,4,4.79,4.08,4.38,3.51,4.73
"961",231,1,162,3,1.69,1.57,1.46,1.23,1.77
"962",231,2,162,3,2.89,2.74,2.28,2.21,3.08
"963",231,3,162,3,4.13,4.07,3.67,3.18,4.24
"964",232,1,183,3,1.92,1.81,1.9,1.43,1.91
"965",232,2,183,3,3.65,3.61,3.53,2.83,3.5
"966",232,3,183,3,4.5,4.4,4.3,3.48,4.1
"967",233,1,195,4,2.36,2.24,2.59,1.66,2.71
"968",233,2,195,4,3.67,3.72,4.1,2.68,4.06
"969",233,3,195,4,4.7,4.67,4.9,3.38,5.09
"970",233,4,195,4,5.04,5.02,5.22,3.62,5.4
"971",234,1,199,4,2.29,2.63,2.48,1.59,2.39
"972",234,2,199,4,3.36,3.92,3.78,2.38,3.45
"973",234,3,199,4,3.99,4.82,4.48,2.95,3.99
"974",234,4,199,4,4.35,5.19,4.92,3.26,4.24
"975",235,1,190,4,1.37,1.46,1.53,1.01,1
"976",235,2,190,4,3.41,3.33,3.59,2.54,2.71
"977",235,3,190,4,4.33,4.38,4.54,3.24,3.66
"978",235,4,190,4,4.65,4.76,4.94,3.55,3.97
"979",236,1,214,6,1.87,1.85,1.95,1.56,1.48
"980",236,2,214,6,3.65,3.7,3.76,3.08,2.67
"981",236,3,214,6,4.66,4.76,4.8,4.03,3.11
"982",236,4,214,6,5.2,5.31,5.39,4.48,3.36
"983",236,5,214,6,5.54,5.77,5.71,4.69,3.52
"984",236,6,214,6,5.72,5.93,5.85,4.9,3.71
"985",237,1,180,3,1.67,1.87,1.84,1.4,1.78
"986",237,2,180,3,3.09,3.63,3.43,2.61,3.32
"987",237,3,180,3,3.87,4.45,4.23,3.26,4.05
"988",238,1,179,3,2.29,2.49,2.23,1.44,1.63
"989",238,2,179,3,3.42,3.95,3.77,2.35,2.35
"990",238,3,179,3,4.42,4.86,4.3,2.9,3.16
"991",239,1,173,3,1.95,1.96,2.31,1.49,2.19
"992",239,2,173,3,3.4,3.45,4.02,2.53,3.66
"993",239,3,173,3,4.02,4.17,4.68,3.1,4.36
"994",240,1,187,7,1.43,1.45,1.62,1.29,1.44
"995",240,2,187,7,2.65,2.79,2.84,2.23,2.79
"996",240,3,187,7,3.34,3.64,3.61,2.74,3.45
"997",240,4,187,7,3.81,4.09,4.17,3.2,3.91
"998",240,5,187,7,4.03,4.43,4.45,3.4,4.22
"999",240,6,187,7,4.25,4.67,4.74,3.6,4.39
"1000",240,7,187,7,4.48,4.9,4.93,3.71,4.57
